CacheSize,Throughput,Avg Latency,Latency50,Latency99,MissRate,RemoteHitRate,LocalHitRate,Disk_access,Remote_disk,DataCoverage,Similarity,SorensenSimilarity,AccessRate
3000,826327.7808531848,58.15093689191269,27.458791666666666,313.5882025,0.6960336539552372,0.7795427518085972,0.3039663467150537,0.026426250593219184,0.1270194134063595,85.28313,0.0037853333333333333,0.07861450000000003,30000000
